track_name,artist_name,valence_%,energy_%,danceability_%,acousticness_%,instrumentalness_%,cover_url,mood
Softcore,The Neighbourhood,0.36,0.58,0.57,0.05,0.0,https://i.scdn.co/image/ab67616d0000b2739b6ac98a52f62d5cb473da40,neutral
Super Gremlin,Kodak Black,0.11,0.41,0.83,0.0,0.0,https://i.scdn.co/image/ab67616d0000b2735340631eca6f127d094545c9,neutral
Volvï¿,"Aventura, Bad Bunny",0.79,0.86,0.73,0.42,0.0,https://i.scdn.co/image/ab67616d0000b27312bcec4f18ee130369ce170c,happy
Todo De Ti,Rauw Alejandro,0.57,0.63,0.81,0.4,0.01,https://i.scdn.co/image/ab67616d0000b2734801828052a610b910cff795,neutral
Love Nwantiti - Remix,"Ckay, AX'EL, Dj Yo!",0.44,0.6,0.58,0.44,0.09,https://i.scdn.co/image/ab67616d0000b27339bb326b58346f99b8692745,neutral
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",0.85,0.62,0.63,0.06,0.0,https://i.scdn.co/image/ab67616d0000b273fcf75ead8a32ac0020d2ce86,neutral
Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",0.4,0.47,0.77,0.02,0.0,https://i.scdn.co/image/ab67616d0000b273024ea7e883a713a3ad552a71,neutral
Every Angel is Terrifying,The Weeknd,0.52,0.94,0.44,0.11,0.0,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,neutral
Tacones Rojos,Sebastian Yatra,0.93,0.86,0.75,0.08,0.0,https://i.scdn.co/image/ab67616d0000b2739f6800546cfaaacb3fa4b145,happy
Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",0.49,0.68,0.63,0.38,0.0,https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431,neutral
Dakiti,"Bad Bunny, Jhay Cortez",0.14,0.57,0.73,0.4,0.0,https://i.scdn.co/image/ab67616d0000b27334c8199b0b3b3fb42b8a98a8,neutral
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",0.76,0.82,0.66,0.47,0.0,https://i.scdn.co/image/ab67616d0000b2735bddce84bc8f03ac82c988d4,happy
Lï¿½ï¿½ï¿,Stromae,0.58,0.55,0.56,0.35,0.0,Not Found,neutral
Nostï¿½ï¿½l,"Chris Brown, Rvssian, Rauw Alejandro",0.6,0.85,0.73,0.17,0.0,Not Found,neutral
Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",0.67,0.68,0.72,0.0,0.0,https://i.scdn.co/image/ab67616d0000b2736b742298f7f36717855c4caf,neutral
Life Goes On,Oliver Tree,0.57,0.49,0.7,0.19,0.0,https://i.scdn.co/image/ab67616d0000b2731c5a484110522f2b9c7038cc,neutral
Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",0.31,0.53,0.86,0.43,0.0,Not Found,neutral
Butter,BTS,0.7,0.36,0.79,0.0,0.0,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,relaxed
pushin P (feat. Young Thug),"Young Thug, Future, Gunna",0.49,0.42,0.77,0.01,0.01,Not Found,neutral
You Right,"Doja Cat, The Weeknd",0.44,0.62,0.83,0.02,0.0,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a,neutral
deja vu,Olivia Rodrigo,0.22,0.6,0.44,0.61,0.0,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,neutral
Dynamite,BTS,0.74,0.77,0.75,0.01,0.0,https://i.scdn.co/image/ab67616d0000b273c07d5d2fdc02ae252fcd07e5,happy
TO THE MOON,Jnr Choi,0.39,0.65,0.74,0.05,0.01,https://i.scdn.co/image/ab67616d0000b2739af8418ffb638b3306a07714,neutral
Lost in the Fire,"The Weeknd, Gesaffelstein",0.18,0.68,0.66,0.09,0.0,https://i.scdn.co/image/ab67616d0000b273030e6a4145500730450e8794,neutral
Salimo de Noche,"Trueno, Tiago pzk",0.78,0.63,0.67,0.29,0.0,Not Found,neutral
Volando - Remix,"Sech, Bad Bunny, Mora",0.63,0.69,0.66,0.21,0.0,Not Found,neutral
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",0.72,0.62,0.59,0.18,0.0,https://i.scdn.co/image/ab67616d0000b273fcf75ead8a32ac0020d2ce86,neutral
Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",0.22,0.37,0.85,0.13,0.0,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,sad
Don't Be Shy,"Tiï¿½ï¿½sto, Kar",0.51,0.79,0.77,0.2,0.0,Not Found,neutral
Love Grows (Where My Rosemary Goes),Edison Lighthouse,0.75,0.69,0.53,0.07,0.0,https://i.scdn.co/image/ab67616d0000b2739a0011cc9d31cf969b656905,neutral
LA FAMA (with The Weeknd),"The Weeknd, ROSALï¿½",0.82,0.3,0.77,0.95,0.0,Not Found,relaxed
The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",0.56,0.63,0.59,0.12,0.0,Not Found,neutral
Phantom Regret by Jim,The Weeknd,0.23,0.48,0.46,0.75,0.3,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,neutral
Dos Oruguitas,Sebastian Yatra,0.47,0.36,0.42,0.76,0.0,https://i.scdn.co/image/ab67616d0000b273e1ac646ed6f25125e2a77229,neutral
Freaks,Surf Curse,0.41,0.94,0.35,0.0,0.63,https://i.scdn.co/image/ab67616d0000b2739efda673310de265a2c1cf1f,angry
Acapulco,Jason Derulo,0.51,0.79,0.77,0.05,0.0,https://i.scdn.co/image/ab67616d0000b2738544aa5ba43894b7103ec757,neutral
Daddy Issues,The Neighbourhood,0.33,0.52,0.59,0.07,0.15,https://i.scdn.co/image/ab67616d0000b2733066581d697fbdee4303d685,neutral
thought i was playing,"21 Savage, Gunna",0.29,0.73,0.68,0.0,0.0,Not Found,angry
ELEVEN,IVE,0.59,0.73,0.83,0.06,0.0,https://i.scdn.co/image/ab67616d0000b273da343b21617aac0c57e332bb,neutral
Mood (feat. Iann Dior),"24kgoldn, Iann Dior",0.76,0.72,0.7,0.22,0.0,https://i.scdn.co/image/ab67616d0000b27384c53fa832dfa265192419c5,happy
What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",0.54,0.71,0.72,0.26,0.0,Not Found,neutral
DANCE CRIP,Trueno,0.86,0.79,0.86,0.11,0.0,https://i.scdn.co/image/ab67616d0000b2732ccbe28be97225ae844bef55,happy
Miserable Man,David Kushner,0.31,0.35,0.63,0.93,0.0,https://i.scdn.co/image/ab67616d0000b273e3884b7043aa68c264faff71,sad
happier,Olivia Rodrigo,0.36,0.45,0.39,0.81,0.0,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,neutral
Praise God,Kanye West,0.21,0.55,0.8,0.01,0.0,https://i.scdn.co/image/ab67616d0000b273cad190f1a73c024e5a40dddd,neutral
Get Into It (Yuh),Doja Cat,0.79,0.66,0.91,0.32,0.0,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a,neutral
Before You Go,Lewis Capaldi,0.19,0.6,0.45,0.63,0.0,https://i.scdn.co/image/ab67616d0000b2737b9639babbe96e25071ec1d4,neutral
Sky,Playboi Carti,0.56,0.91,0.79,0.26,0.0,https://i.scdn.co/image/ab67616d0000b27398ea0e689c91f8fea726d9bb,neutral
Rolling in the Deep,Adele,0.52,0.76,0.73,0.13,0.0,https://i.scdn.co/image/ab67616d0000b2732118bf9b198b05a95ded6300,neutral
Sobrio,Maluma,0.63,0.77,0.76,0.14,0.0,https://i.scdn.co/image/ab67616d0000b2730c912949e9f848cc95797b27,neutral
Peru,"Ed Sheeran, Fireboy DML",0.71,0.42,0.96,0.57,0.0,Not Found,relaxed
favorite crime,Olivia Rodrigo,0.19,0.29,0.4,0.86,0.0,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,sad
Thunder,"Prezioso, Gabry Ponte, LUM!X",0.4,0.9,0.67,0.03,0.0,Not Found,angry
The Business,Tiï¿½ï¿,0.24,0.62,0.8,0.41,0.02,Not Found,neutral
positions,Ariana Grande,0.66,0.8,0.73,0.44,0.0,https://i.scdn.co/image/ab67616d0000b2735ef878a782c987d38d82b605,neutral
I WANNA BE YOUR SLAVE,Mï¿½ï¿½ne,0.96,0.61,0.75,0.0,0.0,Not Found,neutral
Vai Lï¿½ï¿½ Em Casa ,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, George Henrique &",0.62,0.83,0.46,0.53,0.0,Not Found,neutral
The Feels,TWICE,0.92,0.9,0.81,0.09,0.0,https://i.scdn.co/image/ab67616d0000b273d1961ecb307c9e05ec8f7e82,happy
HEARTBREAK ANNIVERSARY,Giveon,0.59,0.46,0.61,0.56,0.0,https://i.scdn.co/image/ab67616d0000b2733317fc12f8b9a9a0b8459766,neutral
No Lie,"Sean Paul, Dua Lipa",0.45,0.89,0.74,0.05,0.0,https://i.scdn.co/image/ab67616d0000b2732d564195ed3dd7b70d64862c,angry
OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",0.79,0.84,0.79,0.02,0.0,https://i.scdn.co/image/ab67616d0000b2730abb7463b44d1be6243642f4,happy
Pope Is a Rockstar,SALES,0.31,0.45,0.73,0.85,0.24,https://i.scdn.co/image/ab67616d0000b2731138eea74b6d7e06289bedaa,neutral
2055,Sleepy hallow,0.65,0.52,0.78,0.46,0.0,https://i.scdn.co/image/ab67616d0000b27378376f650afd63698b82e4b1,neutral
Bored,Billie Eilish,0.11,0.33,0.6,0.9,0.0,https://i.scdn.co/image/ab67616d0000b273e0f2af91be409aad81bba98c,sad
Happier Than Ever - Edit,Billie Eilish,0.12,0.57,0.45,0.07,0.0,https://i.scdn.co/image/ab67616d0000b27331aa3ebe23f59778bff800c9,neutral
Astronaut In The Ocean,Masked Wolf,0.47,0.7,0.78,0.18,0.0,https://i.scdn.co/image/ab67616d0000b27397fdd7cf1b14d78c6a7fb17f,neutral
Ley Seca,"Anuel Aa, Jhay Cortez",0.58,0.84,0.76,0.1,0.0,Not Found,neutral
Every Summertime,NIKI,0.76,0.67,0.63,0.38,0.0,https://i.scdn.co/image/ab67616d0000b273d00cc26852fcc281296977be,neutral
Talking To The Moon,Bruno Mars,0.07,0.61,0.52,0.51,0.0,https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b,neutral
you broke me first,Tate McRae,0.08,0.37,0.64,0.79,0.0,https://i.scdn.co/image/ab67616d0000b2730c2c97099fd6a637ed0aa4a4,sad
The Nights,Avicii,0.66,0.85,0.53,0.02,0.0,https://i.scdn.co/image/ab67616d0000b2730ae4f4d42e4a09f3a29f64ad,neutral
Take My Breath,The Weeknd,0.53,0.74,0.75,0.02,0.0,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,neutral
Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",0.33,0.6,0.8,0.0,0.0,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,neutral
Cï¿½ï¿½,Rauw Alejandro,0.26,0.63,0.77,0.58,0.0,Not Found,neutral
Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",0.54,0.74,0.73,0.23,0.0,https://i.scdn.co/image/ab67616d0000b273fc915b69600dce2991a61f13,neutral
Dance Monkey,Tones and I,0.54,0.59,0.82,0.69,0.0,https://i.scdn.co/image/ab67616d0000b273c6f7af36ecdc3ed6e0a1f169,neutral
Lucid Dreams,Juice WRLD,0.22,0.48,0.44,0.38,0.0,https://i.scdn.co/image/ab67616d0000b273f7db43292a6a99b21b51d5b4,neutral
Quï¿½ï¿½ Mï¿½ï¿,"J Balvin, Maria Becerra",0.77,0.82,0.89,0.03,0.0,Not Found,happy
All of Me,John Legend,0.33,0.26,0.42,0.92,0.0,https://i.scdn.co/image/ab67616d0000b27394c9217a398f5174757c0c78,sad
Smells Like Teen Spirit - Remastered 2021,Nirvana,0.73,0.91,0.52,0.0,0.0,https://i.scdn.co/image/ab67616d0000b2739aa37e5baca62ca6cc98d056,happy
Arcade,Duncan Laurence,0.27,0.33,0.45,0.82,0.0,https://i.scdn.co/image/ab67616d0000b273a954408e456d4d9d410f448b,sad
Fair Trade (with Travis Scott),"Drake, Travis Scott",0.29,0.47,0.67,0.05,0.0,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,neutral
Bar,"Tini, L-Gante",0.68,0.69,0.52,0.13,0.0,https://i.scdn.co/image/ab67616d0000b2737b1a8b1a92561bb5d16d6b4c,neutral
The Rumbling (TV Size),SiM,0.65,0.88,0.41,0.0,0.0,https://i.scdn.co/image/ab67616d0000b2735d2f378be5d973ad504456d7,neutral
family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",0.14,0.61,0.71,0.01,0.0,Not Found,neutral
Mr. Brightside,The Killers,0.24,0.93,0.35,0.0,0.0,https://i.scdn.co/image/ab67616d0000b273ccdddd46119a4ff53eaf1f5d,angry
Blessed-Cursed,ENHYPEN,0.4,0.89,0.6,0.09,0.0,https://i.scdn.co/image/ab67616d0000b2731c1ea5bfa5680ac877acdd55,angry
AM Remix,"J Balvin, Nio Garcia, Bad Bunny",0.79,0.66,0.74,0.11,0.0,Not Found,neutral
Streets,Doja Cat,0.19,0.46,0.75,0.21,0.04,https://i.scdn.co/image/ab67616d0000b273f14aa81116510d3a6df8432b,neutral
Shallow,"Lady Gaga, Bradley Cooper",0.3,0.4,0.57,0.38,0.0,https://i.scdn.co/image/ab67616d0000b273e2d156fdc691f57900134342,neutral
Polaroid Love,ENHYPEN,0.65,0.67,0.74,0.46,0.0,https://i.scdn.co/image/ab67616d0000b2731c1ea5bfa5680ac877acdd55,neutral
Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",0.67,0.72,0.72,0.0,0.0,https://i.scdn.co/image/ab67616d0000b273ae40468931087f78919b86ce,neutral
Permission to Dance,BTS,0.65,0.74,0.7,0.01,0.0,https://i.scdn.co/image/ab67616d0000b273a7e481899b7e0396f93d10b8,neutral
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",0.8,0.86,0.82,0.01,0.0,https://i.scdn.co/image/ab67616d0000b273815cb538fd7821595b2bc8c5,happy
RAPSTAR,Polo G,0.44,0.54,0.79,0.41,0.0,https://i.scdn.co/image/ab67616d0000b273a493e05c99d8ec5e8020ff2b,neutral
'Till I Collapse,"Eminem, Nate Dogg",0.1,0.85,0.55,0.07,0.0,https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4,angry
Memories,Maroon 5,0.6,0.32,0.77,0.84,0.0,https://i.scdn.co/image/ab67616d0000b27386a8ab515de4b7aef28cd631,neutral
Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tavï¿½ï¿½rez, Sech, Dalex, Dimelo Flow, Rich Music",0.61,0.76,0.56,0.1,0.0,Not Found,neutral
25k jacket (feat. Lil Baby),"Gunna, Lil Baby",0.74,0.54,0.9,0.16,0.0,https://i.scdn.co/image/ab67616d0000b27314d91ebdd6d7e2931322cc1a,neutral
When Iï¿½ï¿½ï¿½m Gone (with Katy ,"Katy Perry, Alesso",0.7,0.89,0.69,0.04,0.0,Not Found,neutral
Esqueï¿½ï¿½a-Me Se For C,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Maiara &",0.62,0.69,0.8,0.28,0.0,Not Found,neutral
Miï¿½ï¿½n,"Tini, Maria Becerra",0.92,0.54,0.85,0.16,0.0,Not Found,neutral
Sï¿½ï¿½,"Anuel Aa, Myke Towers, Jhay Cortez",0.75,0.75,0.63,0.17,0.0,Not Found,happy
MAMIII,"Karol G, Becky G",0.9,0.7,0.84,0.09,0.0,Not Found,neutral
Still D.R.E.,"Dr. Dre, Snoop Dogg",0.53,0.78,0.81,0.18,0.0,https://i.scdn.co/image/ab67616d0000b2739b19c107109de740bad72df5,neutral
Stay Alive (Prod. SUGA of BTS),Jung Kook,0.5,0.76,0.51,0.3,0.0,https://i.scdn.co/image/ab67616d0000b2738916a2bb404bed6755f2bbbd,neutral
Boyfriend,Dove Cameron,0.23,0.61,0.35,0.23,0.0,https://i.scdn.co/image/ab67616d0000b2730397f50cb9dc5393db5d08bc,neutral
The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",0.31,0.31,0.53,0.92,0.0,https://i.scdn.co/image/ab67616d0000b27389aff4625958eac8d16535c7,sad
The Next Episode,"Dr. Dre, Snoop Dogg",0.31,0.89,0.92,0.03,0.0,https://i.scdn.co/image/ab67616d0000b2739b19c107109de740bad72df5,angry
Light Switch,Charlie Puth,0.91,0.63,0.69,0.11,0.0,https://i.scdn.co/image/ab67616d0000b27335d2e0ed94a934f2cc46fa49,neutral
City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",0.5,0.8,0.47,0.1,0.0,Not Found,neutral
Brividi,"Mahmood, Blanco",0.44,0.6,0.52,0.4,0.0,https://i.scdn.co/image/ab67616d0000b273ac4a7d6e5e77c52ba430278b,neutral
Lost,Frank Ocean,0.49,0.61,0.91,0.03,0.0,https://i.scdn.co/image/ab67616d0000b2737aede4855f6d0d738012e2e5,neutral
In Da Club,50 Cent,0.79,0.71,0.9,0.26,0.0,https://i.scdn.co/image/ab67616d0000b273f7f74100d5cc850e01172cbf,happy
she's all i wanna be,Tate McRae,0.65,0.64,0.61,0.01,0.0,https://i.scdn.co/image/ab67616d0000b273f7108342ef45a402af8206b2,neutral
Ginseng Strip 2002,Yung Lean,0.37,0.71,0.6,0.08,0.0,https://i.scdn.co/image/ab67616d0000b273581915272a4ffd12551c0202,angry
All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",0.17,0.67,0.37,0.02,0.0,https://i.scdn.co/image/ab67616d0000b27325c4bac75a46caa3e645896a,neutral
Notion,The Rare Occasions,0.3,0.88,0.31,0.07,0.0,https://i.scdn.co/image/ab67616d0000b273598721fc8c9dde3f65a73a08,angry
Formula,Labrinth,0.23,0.66,0.57,0.04,0.06,https://i.scdn.co/image/ab67616d0000b27389c39ba1acdf33ed7acd3867,neutral
Mount Everest,Labrinth,0.43,0.43,0.46,0.23,0.08,https://i.scdn.co/image/ab67616d0000b273e4c03429788f0aff263a5fc6,neutral
Excuses,"Intense, AP Dhillon, Gurinder Gill",0.49,0.72,0.84,0.08,0.0,Not Found,angry
Cigarettes,Juice WRLD,0.47,0.62,0.6,0.03,0.0,https://i.scdn.co/image/ab67616d0000b2737459992b444de38842b9bee7,neutral
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafunï¿½ï¿½, Bï¿½ï¿½jo, Abhir Hathi",0.74,0.75,0.67,0.44,0.0,Not Found,happy
California Love - Original Version (Explicit),"Dr. Dre, 2Pac, Roger",0.76,0.84,0.77,0.03,0.0,Not Found,happy
Forgot About Dre,"Eminem, Dr. Dre",0.61,0.74,0.93,0.09,0.0,Not Found,neutral
Down Under (feat. Colin Hay),"Luude, Colin Hay",0.04,0.86,0.31,0.01,0.0,https://i.scdn.co/image/ab67616d0000b273aad205f4a52b5c988d86c25f,angry
Mujeriego,Ryan Castro,0.92,0.62,0.76,0.06,0.0,https://i.scdn.co/image/ab67616d0000b2730193b30d2ad5ecd9ac3f26aa,neutral
HUMBLE.,Kendrick Lamar,0.42,0.6,0.91,0.0,0.0,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699,neutral
Stan,"Eminem, Dido",0.53,0.74,0.78,0.04,0.0,https://i.scdn.co/image/ab67616d0000b273dbb3dd82da45b7d7f31b1b42,neutral
Contection,"GODZZ__-, Zakaria",0.83,0.75,0.81,0.14,0.0,https://i.scdn.co/image/ab67616d0000b2735dabace2f8e176a8727e3f95,happy
Swim,Chase Atlantic,0.08,0.54,0.67,0.27,0.0,https://i.scdn.co/image/ab67616d0000b2735a0c2870f4f309e382d1fad6,neutral
A Tu Merced,Bad Bunny,0.89,0.79,0.86,0.17,0.0,https://i.scdn.co/image/ab67616d0000b273548f7ec52da7313de0c5e4a0,happy
Numb Little Bug,Em Beihold,0.61,0.52,0.74,0.3,0.0,https://i.scdn.co/image/ab67616d0000b273dc0353a5801934f9a4bac01d,neutral
212,"Mainstreet, Chefin",0.86,0.52,0.79,0.66,0.0,Not Found,neutral
Problemï¿½,"Alvaro Diaz, Rauw Alejandro",0.37,0.74,0.73,0.28,0.0,Not Found,angry
Bussin,"Nicki Minaj, Lil Baby",0.75,0.7,0.89,0.06,0.0,https://i.scdn.co/image/ab67616d0000b2738c10ac7c3a733632833c3d88,neutral
Worst Day,Future,0.6,0.6,0.65,0.11,0.0,https://i.scdn.co/image/ab67616d0000b2737e83b7d94b668d9ea94fe7ec,neutral
Malvada,Zï¿½ï¿½ Fe,0.89,0.86,0.89,0.16,0.0,Not Found,happy
Hrs and Hrs,Muni Long,0.66,0.53,0.51,0.6,0.0,https://i.scdn.co/image/ab67616d0000b273d424d6448da5d51e00f6fda7,neutral
Alien Blues,Vundabar,0.44,0.76,0.47,0.08,0.91,https://i.scdn.co/image/ab67616d0000b273578b0e6109b76bad0821ca71,angry
Thinking Out Loud,Ed Sheeran,0.58,0.45,0.78,0.47,0.0,https://i.scdn.co/image/ab67616d0000b27313b3e37318a0c247b550bccd,neutral
Still Don't Know My Name,Labrinth,0.31,0.63,0.31,0.47,0.27,https://i.scdn.co/image/ab67616d0000b27389c39ba1acdf33ed7acd3867,neutral
Christmas Tree,V,0.18,0.38,0.44,0.7,0.0,https://i.scdn.co/image/ab67616d0000b2738764ebc69bd91a01cc3948a2,sad
Mal Feito - Ao Vivo,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Hugo & G",0.68,0.83,0.73,0.55,0.0,Not Found,neutral
When I R.I.P.,Labrinth,0.45,0.55,0.39,0.73,0.0,https://i.scdn.co/image/ab67616d0000b27389c39ba1acdf33ed7acd3867,neutral
Do We Have A Problem?,"Nicki Minaj, Lil Baby",0.54,0.51,0.84,0.47,0.0,https://i.scdn.co/image/ab67616d0000b2737df334f26d1e55dfba843463,neutral
Forever,Labrinth,0.19,0.46,0.56,0.92,0.72,https://i.scdn.co/image/ab67616d0000b27389c39ba1acdf33ed7acd3867,neutral
Gospel (with Eminem),"Eminem, Dr. Dre",0.62,0.86,0.92,0.11,0.0,Not Found,neutral
Seï¿½ï¿½o,"Shawn Mendes, Camila Cabello",0.77,0.52,0.76,0.04,0.0,Not Found,neutral
NEW MAGIC WAND,"Tyler, The Creator",0.46,0.73,0.62,0.1,0.0,https://i.scdn.co/image/ab67616d0000b2737005885df706891a3c182a57,angry
Adore You,Harry Styles,0.57,0.77,0.68,0.02,0.0,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,neutral
La Santa,"Daddy Yankee, Bad Bunny",0.59,0.87,0.74,0.03,0.0,Not Found,neutral
Something In The Way - Remastered 2021,Nirvana,0.08,0.2,0.44,0.74,0.42,https://i.scdn.co/image/ab67616d0000b2739aa37e5baca62ca6cc98d056,sad
Sweetest Pie,"Dua Lipa, Megan Thee Stallion",0.68,0.63,0.81,0.17,0.0,Not Found,neutral
Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",0.96,0.7,0.76,0.18,0.0,https://i.scdn.co/image/ab67616d0000b273364ef5f9057092741f667fea,neutral
Una Noche en Medellï¿½,Cris Mj,0.82,0.53,0.87,0.1,0.0,https://i.scdn.co/image/ab67616d0000b273be60f176970cdde893632dd8,neutral
Envolver,Anitta,0.4,0.73,0.81,0.15,0.0,https://i.scdn.co/image/ab67616d0000b27332f29a61d5e3c3bb3c7ae510,angry
Starlight,Dave,0.36,0.37,0.95,0.35,0.0,https://i.scdn.co/image/ab67616d0000b27320ce6b27651688ee8969cb2e,sad
Hati-Hati di Jalan,Tulus,0.76,0.44,0.64,0.7,0.09,https://i.scdn.co/image/ab67616d0000b273b55d26c578e30129b0a7e86e,relaxed
"I'm Tired - From ""Euphoria"" An Original HBO Series",Labrinth,0.26,0.2,0.28,0.19,0.0,Not Found,sad
DANï¿½ï¿½A,"Mc Pedrinho, Pedro Sampaio",0.55,0.57,0.78,0.04,0.0,Not Found,neutral
Yo Voy (feat. Daddy Yankee),Zion & Lennox,0.56,0.7,0.81,0.04,0.0,https://i.scdn.co/image/ab67616d0000b27387d3146807ad53b05a7daaac,neutral
"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",0.7,0.74,0.59,0.56,0.0,Not Found,neutral
Jordan,Ryan Castro,0.71,0.68,0.8,0.06,0.0,https://i.scdn.co/image/ab67616d0000b27382102cabb8e9ae044fc3db62,neutral
Nail Tech,Jack Harlow,0.11,0.58,0.65,0.0,0.0,https://i.scdn.co/image/ab67616d0000b273ddd85c9c585e663fc5431c2a,neutral
Chale,Eden Muï¿½ï,0.86,0.44,0.55,0.4,0.0,Not Found,relaxed
DARARI,Treasure,0.55,0.64,0.72,0.49,0.0,https://i.scdn.co/image/ab67616d0000b27328be5dc3cc0bd6f2482c1d56,neutral
Ya No Somos Ni Seremos,Christian Nodal,0.73,0.45,0.59,0.44,0.0,https://i.scdn.co/image/ab67616d0000b27365006bd1837710248501315c,relaxed
Thinking with My Dick,"Kevin Gates, Juicy J",0.68,0.7,0.77,0.06,0.0,https://i.scdn.co/image/ab67616d0000b273648c824765ffe493d9947b62,neutral
Freaky Deaky,"Tyga, Doja Cat",0.24,0.65,0.8,0.02,0.0,https://i.scdn.co/image/ab67616d0000b2739d272936b9368c8d7fd2e6ef,neutral
this is what falling in love feels like,JVKE,0.33,0.44,0.42,0.62,0.0,https://i.scdn.co/image/ab67616d0000b273c2504e80ba2f258697ab2954,neutral
La Zona,Bad Bunny,0.81,0.8,0.76,0.2,0.0,https://i.scdn.co/image/ab67616d0000b273548f7ec52da7313de0c5e4a0,happy
Bohemian Rhapsody - Remastered 2011,Queen,0.23,0.4,0.41,0.27,0.0,https://i.scdn.co/image/ab67616d0000b273ce4f1737bc8a646c8c4bd25a,neutral
Hope,XXXTENTACION,0.23,0.46,0.59,0.66,0.0,https://i.scdn.co/image/ab67616d0000b273806c160566580d6335d1f16c,neutral
Levitating,Dua Lipa,0.9,0.88,0.69,0.05,0.0,https://i.scdn.co/image/ab67616d0000b273d4daf28d55fe4197ede848be,happy
Wake Me Up - Radio Edit,Avicii,0.66,0.78,0.53,0.0,0.0,https://i.scdn.co/image/ab67616d0000b2731d7b056c2044321bac7e6b40,neutral
"jealousy, jealousy",Olivia Rodrigo,0.71,0.58,0.7,0.24,0.0,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,neutral
Monï¿½ï¿½y so,YEAT,0.35,0.57,0.69,0.12,0.0,Not Found,neutral
Demasiadas Mujeres,C. Tangana,0.37,0.46,0.67,0.13,0.0,https://i.scdn.co/image/ab67616d0000b273a408c78e231f716383a58eb3,neutral
Something Just Like This,"The Chainsmokers, Coldplay",0.47,0.65,0.61,0.03,0.0,https://i.scdn.co/image/ab67616d0000b2730c13d3d5a503c84fcc60ae94,neutral
Closer,"The Chainsmokers, Halsey",0.64,0.52,0.75,0.41,0.0,https://i.scdn.co/image/ab67616d0000b273495ce6da9aeb159e94eaa453,neutral
O.O,NMIXX,0.28,0.77,0.39,0.04,0.0,https://i.scdn.co/image/ab67616d0000b27386ca91e718866f411c01db5e,angry
